sender_wallet,receiver_wallet,token,amount,timestamp,gas_used,tx_fee_usd
0xf4b95cb582798e8db6f305d0cc91e31f9f04988f,0x9f231195959ececf66574ebecd71c183f7a47dd8,ETH,651.37,2024-07-27 08:22:42,46559,9.59
0x57a9374956d2e9f6b770809eb7dd884860a77910,0x34211dfbaf291f88699cb366fba263525bbb93cb,ETH,229.26,2024-07-24 07:40:43,54742,1.16
0x7587752f3751aa446c04fbc2976746f15e476d0c,0x75dc40d4349f6de45614e774deed46773b56d0de,WBTC,500.25,2024-07-27 06:04:11,90669,1.04
0x898d984489d5c00ebf9b50814b5d76e1c739e400,0xd4446ce2758bc8c16903bc7327c69e3ca037f72b,DAI,501.92,2024-07-06 09:17:34,42754,3.18
0xcee38f41acf54555ebafd899935ae3e0f923e288,0x8313b07ab2ae9610b7d0f1b9a0021e3814271465,UNI,383.69,2024-07-04 12:28:23,24972,2.99
0xcf2cbac7758e836ef8f96c746acdae5098af5117,0x26fb078b3bc091c7b32a795a0daa64284c93f76f,DAI,47.31,2024-07-26 20:33:20,91831,2.85
0x7bb7cc2e8339230b648a440397cb74193a949f55,0x75e060bf89a0d988c819e075c050143ef696e65f,USDC,901.82,2024-07-13 19:41:35,62873,9.11
0x93da4fab900c97b7c6e64b106e4c472181306630,0x6e9f320db798a4e6219b0b0f83f8b554ecaf4e71,UNI,193.41,2024-07-19 02:18:58,30903,2.87
0x0af1d4c142e081cc872eabab0b43eeb2b4cc0b8e,0x9a27a6d2589490f4161361c5844a6e0c10e982a5,WBTC,103.22,2024-07-22 15:45:38,24020,3.08
0x3143e97cc537b2abc15793139f450ecaba97d440,0x8240686d6b2201483fb93d8ce1443cfd8aac69f3,WBTC,20.81,2024-07-06 05:49:26,62755,7.71
0x46de11acc59173d37aa4597532e1133471520fb8,0x0f6211f7a50d4be06b9c39e4d12a35c5623a9178,WBTC,446.89,2024-07-08 01:23:21,66648,4.77
0x0119f5aedfdd8f374ce597456673e54cd3b09eda,0x6913be7321519b03cfce8ba0341ea5a2c4505bab,UNI,565.93,2024-07-19 17:30:26,30516,7.88
0xa8fc78ab03bdeffa8ec52458117bb3697ab478ce,0x2fd1aaaacc5c0779ab5b9b82b0de3a01387a9eeb,UNI,8.36,2024-07-08 15:31:27,23396,1.12
0x125b4fc7106d6f2bf6f4c60d600176faca69bf9c,0x660725f3ec93f4b1b817cf763face58b29cf64a5,UNI,358.82,2024-07-28 01:53:08,40129,5.13
0xa6448a4542e042e58ae2851d2645860deaf55c9e,0x939a8e94cd9cb1f21b4daabd6cd60057e2c21a83,WBTC,128.41,2024-07-08 19:40:03,22591,0.82
0xb226ca63d659baf4fa4be5196938423fe65452df,0xa7e0a30017c049579e3b9a619e9fe7f2ee015b58,WBTC,518.06,2024-07-18 04:20:58,32303,1.1
0x37fb57ba811f2320e1018197cc5c57bd159f930b,0x1fe15d7276c6c109e54c766e0e44d55cbe0f79e8,DAI,95.8,2024-07-08 01:47:03,51561,9.11
0x3acf9e16c3a88d71bf703386153621117f640d02,0xd9c9cd6fdf0696296764e8ca6d52bd44b3841a88,DAI,587.11,2024-07-27 03:53:05,92719,1.82
0x9854753652b2d33a3d18b8ca6d581630a7a007fe,0xbb5247df3cbf150a60814a8736c7fa92ba3eda1d,USDC,244.48,2024-07-22 02:39:53,28314,5.56
0xbbccebe0c3faa0f0f07bd63160ba1010d8e94d26,0x64f3c442720dc0155bebaf72779ee9c5e3a09e0b,USDC,1380.17,2024-07-21 01:29:42,40623,4.41
0xe0b4d9f962081a17e9a81370f432a53e0bc2e039,0x92d8250e555787fe1d6e8c236ce71392c6f5a4eb,ETH,73.97,2024-07-18 05:30:35,88675,3.8
0xf4fe61d9f13a54a1840856264ba744f77fc65a18,0xae30b7126f37af520c537d3685a54cffdf47f517,USDC,208.57,2024-07-22 10:54:46,86082,9.05
0x1dae8fb3e5d1fe85dd7073124343bcbe3d26d495,0x4dcfe276b95b1bdd20874bb0ed12b8d98d844baf,DAI,60.22,2024-07-16 14:17:44,54130,0.71
0x2e21949a909e41f68de01adb3a590bdce4b1634f,0x7269fc8d0e4dbbc4380251e41ff01c5199a03b8c,DAI,1293.1,2024-07-09 22:27:20,72756,6.81
0xebdfaf6963643baaf7bc81e4b42e0b6d34a0683f,0x5f70f7e07db8b042ea07ba54ad9ddfbfc3b70d87,WBTC,1049.17,2024-07-29 20:55:06,47292,9.65
0x961fdb3b6d34e051d6ae096e86ceffa34a2770dd,0x5d39b4249e7a1ef48118b8875672bd68d685df51,DAI,149.16,2024-07-09 17:57:04,90274,5.82
0x86f4593f3930c16adadd3d59f5dc9fbabed36aad,0x2071a77a500834a850903f75c6eeb5b4a6e322d3,WBTC,539.38,2024-07-06 22:59:52,23469,9.4
0xc85f2ca78a406b8ed6499988bc86d0f39da3d26f,0x6aab4c810d8bd44cbb3627928c0a791f0a290175,ETH,849.74,2024-07-01 06:25:33,74947,1.0
0xa67798db14b264211ff551e083add70e838f2cb1,0xcc3bc2d289006b9dd761eddc9540c6fd14b78f60,UNI,405.07,2024-07-05 08:05:13,43534,4.48
0xf3130106f0cd4fb72468bbaddfe74e599658ae76,0x6bdbcbf2dcb59edfdea19042fe50f52b77132c68,ETH,377.14,2024-07-02 10:53:42,84620,2.97
0x0034126c0d51266516fd65d12f3c9a67f04062fa,0x8299ea6a6fd60a505385d1e11dbfd6786d7b067c,ETH,138.44,2024-07-09 02:29:00,69874,7.44
0x68c9f43379d02db318bb2a51cb9ed4ba2c70cb21,0x59317f69687478d9141eb784e385629aa48a5f6c,WBTC,48.86,2024-07-12 01:37:50,70708,9.82
0xb97cd05139324eacb06288135e8155e36cd8518c,0x5b8d5c9aba0e0f72e2254129f2515f51b7b83eb7,UNI,1137.56,2024-07-24 18:04:25,95553,2.94
0x309d7e4e855d1929bb6f1e21b550570ab8f51b2d,0xa059643fa7955dc12020993ead99f4988eb6a107,USDC,1153.39,2024-07-23 19:31:19,89344,6.71
0x9c77cabe20b64cfda4d5764580eaa668fdb09fd4,0x9df7ef0d960592694c51ef201b5300b47f40bed7,WBTC,501.33,2024-07-28 19:43:20,70138,2.38
0xd867cc0bf2dd29bdfc0f01b74fbde39b297c9395,0xfd42d827337d8c9a2f8e9acb4a0e865dd7cb8163,WBTC,207.02,2024-07-09 08:55:26,75302,5.87
0x495f48f71f3304d39d38e563afecda8395fe4629,0x17cb183875ec93b711e6bfb1fa840bc445e0b859,USDC,214.78,2024-07-05 15:37:27,68638,4.91
0x4ea7fd284d4530f1a7bd4cdb378db5e5dcde14e6,0xf301e19f5802c671f6149bb39743b05a794ac176,USDC,647.23,2024-07-23 16:06:30,99249,9.73
0xb90c125676a07683c5e1103bc1cda251899f1430,0x5ec279a9d22606e8f35b622573253dcd3c282a41,DAI,1137.05,2024-07-10 01:44:32,23719,6.28
0xa803d0e852155485da74454e14e397a6480382d0,0xf9626e150fac50d8bcc9fec0ed65ae8f54de340c,ETH,1090.57,2024-07-16 12:04:04,43890,3.82
0x7ee940e085b46fc580e97ab5245cf5dc917cac6e,0x6e1a9c421bae2726e44d301d76463d25272d5032,DAI,756.78,2024-07-07 00:11:27,98236,1.58
0x80437ce0ef314ba6a39b2a39681f0f897940affb,0xfb1259b9f5da6474d215fb3a9e80488c865a0c50,ETH,513.66,2024-07-01 20:58:08,57509,1.94
0x1558c37e57f3410d997afa6f1303b0889785edc2,0x4cba01962015512b3f3e0933df5e4ce0adc9510b,UNI,43.95,2024-07-02 08:22:03,63534,2.64
0x372c6e427c1b4dd64b05c886de18bc25b5786340,0x26b200d3adf1e0d21c05fac85725f66a332045c5,UNI,88.15,2024-07-13 17:29:52,39787,2.88
0x5504276dbbb585bf793aa279ff4623d021c97113,0xe6958bea21d51e79f9730515341cc07046fd9a1c,ETH,1144.12,2024-07-08 05:54:05,69845,8.58
0xc4653e9b95171509f7d565a7c1094792f49602e5,0x65710791803758bf703a827c9afaa363bf288d34,ETH,466.25,2024-07-10 00:19:56,78932,5.83
0xd70c636751cc5ecd55a5349c9078b9ca943940ad,0x77ef0ccb523eb3634803da2f33aa540fb77d84bc,USDC,4.62,2024-07-21 05:39:40,54062,5.47
0x15940564674e4fbb142a33e56c1403bb86c7a226,0x7e52b1da06d2bf286368029d6cefbff72dbb4a52,DAI,53.5,2024-07-18 17:35:58,96713,1.59
0x12356b698c3c26bcdc27a92f209ae926413529f2,0x520e8b9ea7290913c17a9e12a0ca6570a4e47f7c,ETH,544.58,2024-07-29 11:06:56,81461,8.67
0xdb7dde793dfc3be080be052b595df4730c90a3bb,0x866df0470a9f937745018d63938ee187ad7b6658,WBTC,2.54,2024-07-14 11:02:34,96418,7.37
0xb2b4ffe7da090b8c5e71257238c90f592371ca2c,0x6abc06186ee4cb73c46c1d42696a82be9d26aedd,UNI,87.66,2024-07-19 09:31:59,87672,1.14
0xc05a595d35c962e0987e790fbb59ca5217902512,0x82ecff9806a4f2a583f862f77abfd256f22a1386,DAI,397.85,2024-07-10 00:58:54,55832,7.22
0x9850385555d59782339482db72900fb8d26beed5,0x35be226f646be0b33e1a70f7802f7ff640160f3f,USDC,588.66,2024-07-14 06:28:55,52966,5.66
0x3de847a131f3ffa8cfb1b2cb1c4d0e0c6b17cf0f,0x3cde6c827c092e420e82ddf946d4bd4d0798c21e,WBTC,527.72,2024-07-30 18:23:31,93545,1.28
0x7dda058cd14e0265f682870bbac26d4f950e16dc,0x17615d36b6b5728f242974b4654e2ee7d1305ff1,USDC,126.97,2024-07-05 11:37:03,33987,4.85
0x2d679d7d5652c934dca9803ba0e4df124eeef0fa,0x3702decb23ef39cb820eeb064a74e8ef9197a70b,USDC,622.71,2024-07-26 16:06:19,58311,5.1
0xaa5d18bc9feba27f5f62f4d08c5b384d58b2f59d,0x04099f1d09e5be42aabf44efefe74f6270a7c057,DAI,135.41,2024-07-09 03:05:50,52575,2.07
0x5ad2e87898158b082a35ca36550479c6060eccd5,0x22d280227594a3a8650eaaa4e5b3ab2dac405c9c,ETH,196.82,2024-07-05 18:51:40,84852,9.48
0x86152ed52cadac88e64d72af3fb52503fa77d9c9,0xd173fed80a3edd7c64f3a66793867b4f30ca0aa2,USDC,686.18,2024-07-27 06:53:02,22007,8.57
0x2966b5047427de366cd5f8bcc7d154acc03bbd89,0x5ceafe5b7e637500599cfe70ac63cdef18d4f3f8,ETH,524.39,2024-07-15 15:01:15,91981,6.86
0xb25630a764adbc4a99b5f5d131cfca54b7be27c8,0x3cb17f3310fc7643f0200f1d5bcbd652fd66ce5d,WBTC,945.98,2024-07-07 20:17:27,97242,4.89
0xa0c4d8087bcbb9f3b8883c234c4e7fb84865ba8c,0x6e6f6e25d02d5ffea7958f9f14e09a695465c519,WBTC,535.91,2024-07-08 18:06:35,68517,4.41
0x4f0561b39eb9c0f0506f64d012270303555da9a2,0x1f8aa8adacbc39bb73dd28b980dc55bed1faf702,USDC,420.02,2024-07-27 20:18:30,50257,6.68
0x98af777ec798d7ac950a9f54b77afbb37cc555e0,0x12669446bc2c850f604d573da8fb1c5bef19214c,USDC,49.18,2024-07-01 14:11:53,63207,5.68
0xf65ec8a62a748278250c929cd3dc52771f47c64d,0x088fe93a3303b5a509933d2b3484e9810c9b5acb,UNI,229.21,2024-07-30 17:25:55,34281,1.09
0xbb37ae2b36e24ae9336af9afe0d6595b05b6c303,0xf1820d81fd8a2730008277eb08a4076e37d30f65,USDC,154.08,2024-07-30 23:26:46,82246,5.37
0x7ec18b58646c92548f6ff70860d3bc416c7296bb,0xbf1bada4cf0249623397eecb36cbf78004668bae,WBTC,139.85,2024-07-02 02:39:37,22435,8.16
0xf8cefbc6e1e84cb3a7078cf79f42e84345d7a7ec,0x47553bb95efaf4541ec30d0bc6ec5555cf35aee2,UNI,1806.15,2024-07-05 10:36:38,47660,4.86
0x0b01b1481b5886dff9151eac14fa308f01a794e4,0xbe4c48576046c6907ab4bc660886231c373a0d7b,ETH,249.69,2024-07-18 14:08:05,26084,0.99
0xbb0e5724e7b8f6cf015c5f50a63b43f9955fc1c7,0x7fb14d1c78d3a0e411f16dbc4fdad7f0801e8d8b,DAI,1113.03,2024-07-18 13:26:19,34507,7.97
0xb902a17c19bd902c0f993a7a8275410f226bc0c3,0xbb0de26ec4df8a83944e3df0f750b008db8fc6cc,WBTC,498.67,2024-07-27 02:57:44,93595,2.41
0x20750e38796b430168b13ae0d10d1b980755afde,0xfde4573635309129dc4190a0bd564fae92a98a0c,UNI,791.91,2024-07-16 06:59:29,66539,2.96
0x8e760d80acf773f99d9d4763c49c820b624674e2,0x4943e74c94d88c85c79efe0046304048025a65dc,WBTC,349.22,2024-07-04 01:17:03,28491,2.06
0x9db043a58b05c14fd8e2d6664e8443b13be8b1f7,0x3265967a407b3b7eb2b5f995623f5072cc235b66,WBTC,430.08,2024-07-19 21:43:51,71192,3.64
0x01ab9b40f86cac33a99132c58daa2c7bdfd59e19,0x30b833d5913826a3d78d595795ba1a7cd27f3f7b,WBTC,339.15,2024-07-30 20:37:27,84888,7.69
0xf2e5120dc48e036e69180573303f4bca23e749fa,0x43c91cadf2d33fbbd63158d71c21997da2ec6667,WBTC,108.61,2024-07-30 04:32:55,94609,5.43
0xcf6fb4f6bfaf1682032be387b806ffd6190bcf03,0xfe4601d8ca2e47463b21a72baae8dbeb5b9543dd,ETH,640.88,2024-07-04 08:03:02,30077,2.45
0xe4798e7088a4bb65e602f305179bf3aaabf50cd8,0x4996e9aed7173389c2946b6b0d40c722f7940c2d,DAI,164.79,2024-07-29 16:35:05,41953,8.84
0xf8987e6b9bf36ecc1c768901b2349f5deeb2745d,0xa8f5ea18c7fe5c86df6d1b606e07e17c8a868749,UNI,12.31,2024-07-21 02:49:51,97919,8.86
0xb9aad7dbd3276e1c28df9726dece74c85d8ca41e,0x2777472287aead5df6922a69275fdb10a103182e,UNI,518.48,2024-07-26 09:09:27,88889,8.77
0x8b0c22aeb450e03210449daaebbd350b58ed6fe3,0x166927d9d185fb4651992c29d557c477edee014e,USDC,97.47,2024-07-12 04:23:10,44821,2.77
0x5b251e8dfbc8ca1fceb473931db73972ccbe5159,0x63d37aab125deae3bb4d100108052e06286982ce,UNI,1410.54,2024-07-30 14:31:41,58567,4.79
0xe1faf586783b45a974c1d59f5d949848192e4800,0x27bb00c6eef17e6c660d9c53099389157b3ba607,WBTC,1538.78,2024-07-15 03:34:47,45860,9.86
0x9ea2f30196e9141c934ee6aae3ae04aefe746cbe,0x8d1b2f2df95846ea7f1767f908e4f01f6997c8a2,DAI,1231.75,2024-07-24 20:33:07,42195,7.83
0x9d3bd1f6409beee34f34dc2eb342080c1f851000,0x4546df04668c5ff0f589df762ea2b0652967d9c3,UNI,231.14,2024-07-18 08:21:55,98475,0.76
0xa29063ed2c23e600a671aa74fbe1fa545adc51d4,0x41fc75a5d33d3ea17027844a8affa71147333c85,UNI,7.79,2024-07-22 08:33:52,42427,1.12
0x7ee9a15ba3bbd171ab09772747304c74c521e491,0x3ed3b33b660e6dc39b5019815f35458653fe2382,WBTC,1317.76,2024-07-29 22:42:26,48083,4.91
0x405b00a13ae483a8915e9f72f50b4f5f56e6e084,0xb4bcfc17aa29fffce7b56552481957b8b32a87b8,UNI,279.47,2024-07-08 20:06:10,78372,9.14
0x0143862cf9f30a7cbb816965d8c860b3b7b6378f,0xad7767d9526b8a0e24df16d41da4ae6e4e89cb59,UNI,1700.42,2024-07-26 08:36:27,65064,5.62
0x5093de1edc76d344d68f02bc5841731f32cb00bb,0x73e32b15d6183b734947268e1ba3b6d709f5ca94,WBTC,1656.87,2024-07-20 14:42:02,28813,5.23
0x6ebd3fd98e5b79b37820a5b18eafef6c25848db9,0xa2f679fa66eb0764a8581068cc12c8d5f1bd1059,USDC,958.69,2024-07-15 12:59:52,52598,1.5
0x856a9933b29eaa240e79aa6627452a6500c189fd,0x4c4d8e9d6d188018802dcb62c4222a1f780ff520,UNI,174.39,2024-07-01 08:47:10,48082,6.74
0x0ad3d58639a57bccaf4de31bbe215f8d596e42e5,0xeb5cc3e2c449bfc29db210e4e211e9634b9ab279,ETH,243.15,2024-07-06 17:25:06,50241,8.31
0x2a853edc9d5df7c9541b1ae07be3170adc0ae2fa,0x9c130a026415e89f547190cbd6f20fbdceb75c34,USDC,952.36,2024-07-01 02:30:40,65569,4.11
0x3888636f70055ab054791332c058ca69bd2f03f4,0x1a554068e766ba6fd0a97f5c0bc99fc45f11688b,UNI,190.57,2024-07-24 09:35:43,32745,7.87
0x663b3fec111917da9e3fbc6e7c4c3aba473a5a5e,0x2c9c61bdbac53a59e9f7f4d4d2d3d95b64035e2f,DAI,92.86,2024-07-11 01:10:25,47029,9.66
0xe47f53fb12dff7048cf6f04193ca88a362623fd7,0x2ae371c91fefcb414ee72f23aa0731da08009223,WBTC,406.87,2024-07-29 23:14:01,34025,2.44
0xa509bb8d2320572a121e7edd6f15bd58ff284310,0x2ce609dc2ec83ced3a24ca9b4942b0ef754cda67,DAI,1375.65,2024-07-13 14:08:57,35288,5.47
0x37c2603ceefb0934688abe285ca059c788f025b8,0x11baac901e72ec1e209d679c924fe108d522b056,WBTC,595.41,2024-07-19 23:30:52,27540,3.23
0x8339a5f1017e1cc688b83f401239bef38370ffcc,0x332cd848c9f23d35a2ec6fa08175557c7e5f59f3,WBTC,422.06,2024-07-14 00:23:57,89878,8.03
0x759d233bebe18e89684cd76a8926a7ad93527eb5,0x1b7f6967d4cc6f50d992fdba3df4210451ac430c,ETH,51.11,2024-07-24 22:56:09,62846,5.99
0x710e795bfb65f2e4265f8086f748a4ac094ec75e,0x5c21c7921005643103f5a54304e59d0dfabbb82a,USDC,477.27,2024-07-16 11:21:48,96932,6.53
0xd8975ab2dc0e03414cede160f1bb86e9f4b1fb55,0xaa2ccad5a33f9a3a0b17ab12e1f3568da0f52421,DAI,2305.28,2024-07-28 05:28:15,38482,8.08
0x61610de286a6ef0108e5f7e03cd493f3a56b5862,0x0a18ba7fce7a79c17a54c88493e650e20044507b,UNI,75.46,2024-07-10 07:10:36,44411,4.26
0x42fdc27d68fd59aa9b01ced6deb64c5ebb560a73,0xc2aa8a5d91d21b6d6dcf542d1684c95eafb1f207,ETH,365.25,2024-07-01 19:45:01,71975,9.19
0xc56d3ef2aede41eb92182da10f2bd90df34f69bc,0xb5aafb9204e3dd9923ec9408d99ff242f61b5b8d,USDC,1049.3,2024-07-12 13:28:11,81545,5.56
0x71dc3153d6eefcf30a5662f4f5279bb506c5c19a,0x5cda5ee24a44b258eb9cd9591b799d71aaf0f671,DAI,675.02,2024-07-05 18:07:45,99797,2.0
0x0c61520e0e8423f4c2d352e18857c27a0cb9ed52,0xc3bac041f783550ab07a907b77c3759f0d2d3f95,WBTC,597.04,2024-07-06 17:28:17,73307,7.11
0xfa1cf2d48e773e30e24bc5eeb636f63e6741c69b,0xd939c403204f00efe30e4c07364ff6ad72456f49,UNI,606.14,2024-07-01 10:18:33,24093,8.04
0x6cc7f8a214f2b2001e228799757216420faf145d,0xeeb7a27e2288781987616e174d929b4b91baec91,ETH,222.75,2024-07-13 09:44:44,98258,3.51
0x2990c5a12aebfe83ae1a5e497789411766aa8c57,0xdbe19b4be2aa68bd74cb73eab7d64cf478311ce4,USDC,173.78,2024-07-19 19:05:45,43042,8.64
0xc07a4ab29d3a77f583929074b725b1ed2c57aeff,0x59fb55803b845d89311a99b255353a2d98700326,DAI,828.69,2024-07-28 01:04:54,73930,9.11
0x3531bb5c3966dfb5d748d6ca5ccfdd8ce5e13f41,0x32b003b533c511a7606f8685f3193811564a8f50,UNI,830.66,2024-07-16 17:52:01,65413,3.13
0x47a702d5f66d5276b6e1ab4cc3f03a547a0f4b8e,0xc4d17dd1eb4c12711429e056c999cdaf64362899,WBTC,1008.98,2024-07-24 03:05:12,54756,9.84
0x1ca613007eff4e986820690a28899d96cf99e661,0x6937f6706a2d7a33b5350d4b5de3318149e51b16,UNI,1222.31,2024-07-29 17:07:39,74268,1.84
0xcac8ebddbd47f1f14584756bc6c687500b153d36,0xe2f3ddf65a3b84669ca3c4a8d7f70a432bbef36c,ETH,358.05,2024-07-17 11:35:32,60214,2.42
0xff73684cdd0f40e07a90c471b4b76af3011906ee,0x81b2389cbb24aa80741e9158e7feb9978f309e3f,WBTC,348.09,2024-07-08 05:28:27,49602,2.25
0x4361f1f2f69204cf83d751aeb1f84efe72cfaf43,0x0d50d0e0a1edc67a9bf01643744147db6c9e8e34,WBTC,800.47,2024-07-05 16:36:58,74331,8.99
0xfa5dbb540e95d77521bfc94809b850a9e4870bde,0xffaae95b2a8933e5f6d8ba337098e69e1a3b64f8,DAI,524.86,2024-07-24 04:20:38,69901,6.72
0xe27d6f16056e4384e0a0ce39fdafbe5734f08aff,0xb0d35cd90f9c2f5b973595c68d8076bd84cf0310,ETH,605.28,2024-07-16 22:54:53,84416,1.94
0x115d54ea7942fd9fef4a3cf09a921d8c37bd93cc,0x43a3b138cd9fb5fbffc675595465953b64b7223c,ETH,794.31,2024-07-05 09:55:04,53196,4.68
0x6500603ffb896f20711718ce2f1c8049043c3935,0x2ce27bdc1d04459448c5dccc017505cee9869213,WBTC,1103.66,2024-07-29 09:23:26,26626,6.35
0x9fd31bf584277cf7c88fe8d1d39692b3f8c19aa4,0xe151eebf34a5cfcdcee2d5b9f864318ec2bf180f,DAI,206.24,2024-07-07 11:39:22,28424,1.29
0x797b0e5b642a15e076f5240bce76bc0f86db4b81,0x5b0cad71b3e8c23cbc269df0ca972a12a28ca7f4,UNI,235.47,2024-07-20 09:19:11,33857,8.88
0xdee165336cedffe9c411e55ce04ade3e55903cfc,0xa536dfe3d516c73cba4c126773678d655ed0acca,UNI,49.35,2024-07-30 16:46:55,40982,8.13
0x7ff71c2c8a9fede664f1887762dd40bfb22579a3,0xa41ad6bbf82c028237c42bf6c700a9359eeb6b98,ETH,431.71,2024-07-22 09:01:57,97961,5.3
0xde554d51a32bd7b82ad33126f4dbbd2d1337b86d,0xde85dcf44abf322d65985244be94c775848386b3,UNI,18.3,2024-07-07 00:07:09,22980,9.69
0x631a631c229e7de2e1991f91cb0e8142c66d2f2b,0x171a93b45afd783b8ce96bf9840d89442abfc8b7,ETH,313.3,2024-07-14 09:05:20,69290,4.47
0xe33cc6673c99466e817ecff51000609f696a5d5e,0x563fe5bc5f3bd00ebdd1e9553abb8dceecfe87f4,ETH,391.15,2024-07-19 11:45:18,47431,9.85
0xff6f2dd27bdf1519a4581e30b4ef8bc5f60ccedb,0x34b3247b1bed38a4df523a93aa8aa30235d98b19,USDC,168.82,2024-07-28 22:08:27,47385,6.85
0xd36e2ea6b65f7818c11f45e5ab001a282a0a2661,0xc6e67daff7340ab0b310b6937a0d13ff23bf705f,ETH,446.82,2024-07-15 01:19:41,59158,6.53
0x345396267b839660e1854b4f2570a3a7ad0ed4f1,0x89e1266025a4657954cb14d16b5c9cf2b453b51b,USDC,15.49,2024-07-11 21:39:03,44019,2.08
0x463f87c6dca37629ffdde0e8dfc8170155010d07,0xfba97ee166ae4c938fbfefe939f3b38a794e53ae,UNI,19.03,2024-07-08 12:23:41,39639,8.88
0xbc85b6b135fd96feb1a607f9707e9b4019e4fcd3,0x4e3c5f70d8379569641051574c9d7613a8f2bcfa,WBTC,864.68,2024-07-13 13:02:24,42563,4.56
0xcc56a674f0cc8956c8bc1e48ef6f8a78a032ca8b,0x120f435abccb60d84f8a1417f27d60d4ec17a497,UNI,223.29,2024-07-28 06:06:18,60341,2.04
0x9b1972c34e18c4f35157ddc9dbb08bdc4f942386,0xcd6c4ac74a7705a1265fd6fe2f09921db228d03b,USDC,67.94,2024-07-23 08:18:53,26776,0.62
0xc0438a80adcca6cf31f4731d32be68f8e61244f2,0xc580f260d35dcb626aa27b587fe64896bb295e7b,USDC,369.33,2024-07-08 14:19:16,57444,5.82
0xbf49cd1b2e7e09b72099d7da5f3c726fd92fbc43,0x3b8e5ff10035cd1b15aef95b910965c9acecd9b9,USDC,734.82,2024-07-22 09:01:47,89916,5.51
0x76c937e99e8981c9ae2e839a0c7669d640d7b9e8,0xe94d69fb334cbbc9c6a634da60ea95b61659bb3b,ETH,121.56,2024-07-27 07:04:36,29711,7.33
0xb59c146abeb414eb51b98fe908b138566db933f7,0x960af4a37820fa23d4c152785afde2281935016f,WBTC,487.61,2024-07-25 07:56:13,95318,8.96
0x479047e5ee2079bb6d134b6527028033693b6f48,0xdf3c3edb76fd1347bba2414bcc4ee3e166226037,WBTC,44.61,2024-07-26 20:10:29,51707,1.25
0x005f673297464a3a9b8657e7f9d1a19e6d62f0f7,0xe9bebfc5bc51d6bd2164b6d3ff84cf3bdc97617d,ETH,26.53,2024-07-06 23:52:31,60110,7.45
0x77f357d7b54f1c0e5f6869fb38526205db380e52,0x991a73d00a19937b4492c83b7d8f13e4faa2f4ec,DAI,378.95,2024-07-30 17:20:50,82788,2.28
0x08b978e3b91a24e179dd4dada370230734895596,0x9f64c196848cd2b8ef79b7e3f4be5deffaccb342,WBTC,388.96,2024-07-13 14:09:35,59827,8.65
0xef88ff9c79d2c9621f635542913a3109c22af7c4,0x9ebb998d225a3c8ca5886083a67025cc51a84391,WBTC,507.27,2024-07-06 06:15:47,26655,8.28
0xb539551599d124f389c24fa35fb93255d36cc41b,0xd5e4c4335cdfdbfe90e0da1f0edb2cb58f95c8ff,ETH,647.48,2024-07-13 01:56:56,65859,5.64
0xb939005cfbf581c0d94f62a39afc92a0a8379d3c,0xdb685862f7fc736a975ac92639367425003aa4f6,USDC,1861.78,2024-07-23 01:56:46,74625,7.25
0xdf7833858cc7aa2996eefc28139898201b2ffd7d,0x8cf95acd9be9b78d11c858a984fc36a9393152b8,ETH,363.15,2024-07-27 01:42:37,73098,3.49
0x0f886857b24f23202df1d900bab23e96652a9e38,0x2396afe8e624e61ba2661767b503c38d434024e1,USDC,195.01,2024-07-12 06:17:27,36251,4.98
0x2452aed9a7752cf58b985bdd4a8d58ad77997f7a,0x0da39314bbf9368e19071bf6e00927d10db9b96f,UNI,792.83,2024-07-03 21:45:48,21526,8.31
0xcd480374d85e500e871340514d4b81cf9e4802e3,0x69cb1011c0d5dfa7a462dbe4bbb5ab1ee2943b36,WBTC,157.93,2024-07-15 06:59:20,89760,4.86
0xbb78921c91bd7c66d31c3a86ddf39f98fd40cebc,0x8d2cbe62e652a1314fed5ce44ac3bf6e03c7153c,UNI,288.99,2024-07-06 19:26:46,68837,3.9
0xd417bd22c9a4023c8fcbd0376bd43b4884e31543,0x665521a89d7e5f397ac8ad2907292e8c20c095e8,ETH,40.85,2024-07-09 01:00:40,32536,5.2
0xf918c2fc4c998fa6c152d07f900510ff05dddd74,0xb8861aeff84c8a6a26c4c9a4c1a452404d3c9b2b,USDC,12.84,2024-07-25 23:03:43,49541,8.37
0x382604dcb4e763ad2c02c1504e53c06d017c8f83,0x3d977685cccecb60ad24b633249c4dc9e69b31a5,USDC,1643.69,2024-07-25 21:10:20,72027,3.68
0x5846ba7a7f8dcd7f83715eb28c023c2195894c16,0x60c8b416f97be47ec1579884966ccf41a1264261,ETH,903.88,2024-07-20 03:23:44,55531,2.15
0xc00ca5783c8993898bce0c9649f59b36a80c7de2,0xed56890a42a9195069f28958f7dfdd63ad59396a,DAI,595.32,2024-07-08 14:21:08,29712,7.26
0x818ade10a561b2c935a080a45f6760f9521e88b4,0x054169c98b5814c286fc46fb1d9cb759b14f01ed,WBTC,262.93,2024-07-13 19:14:51,86455,8.35
0xf2b66bbfc667aa673c47176bb5d5bb9a6dabf21d,0xb81ee5663a59511852d6993c459ade819656a63d,DAI,95.15,2024-07-21 21:05:30,95744,1.46
0x93ce47acacdc2955bcf9c4332e075249e6bbf537,0x6d98dfd7d5b836a622782625391cc371a38d6470,USDC,85.06,2024-07-09 13:14:41,26109,2.78
